628,facial-expressions_2868588k.jpg,anger
628,facial-expressions_2868585k.jpg,surprise
628,facial-expressions_2868584k.jpg,disgust
628,facial-expressions_2868582k.jpg,fear
302,Aaron_Peirsol_0003.jpg,happiness
302,Aaron_Sorkin_0001.jpg,happiness
302,Aaron_Sorkin_0002.jpg,happiness
302,Aaron_Tippin_0001.jpg,neutral
302,Abbas_Kiarostami_0001.jpg,neutral
302,Abba_Eban_0001.jpg,happiness
302,Abdel_Aziz_Al-Hakim_0001.jpg,neutral
302,Abdel_Madi_Shabneh_0001.jpg,neutral
302,Abdel_Nasser_Assidi_0001.jpg,neutral
302,Abdel_Nasser_Assidi_0002.jpg,neutral
302,Abdullah_0002.jpg,neutral
302,Abdullah_0004.jpg,neutral
302,Abdullah_Ahmad_Badawi_0001.jpg,happiness
302,Abdullah_Gul_0001.jpg,neutral
302,Abdullah_Gul_0002.jpg,happiness
302,Abdullah_Gul_0003.jpg,happiness
302,Abdullah_Gul_0004.jpg,happiness
302,Abdullah_Gul_0007.jpg,neutral
302,Abdullah_Gul_0008.jpg,neutral
302,Abdullah_Gul_0009.jpg,neutral
302,Abdullah_Gul_0010.jpg,neutral
302,Abdullah_Gul_0011.jpg,neutral
302,Abdullah_Gul_0012.jpg,happiness
302,Abdullah_Gul_0013.jpg,neutral
302,Abdullah_Gul_0016.jpg,neutral
302,Abdullah_Gul_0017.jpg,neutral
302,Abdullah_Gul_0018.jpg,neutral
302,Abdullah_Gul_0019.jpg,neutral
302,Abdullah_Nasseef_0001.jpg,surprise
302,Abdullatif_Sener_0002.jpg,neutral
302,Abdul_Rahman_0001.jpg,neutral
302,Abel_Pacheco_0004.jpg,neutral
302,Abner_Martinez_0001.jpg,happiness
302,Aby_Har-Even_0001.jpg,neutral
302,Adam_Herbert_0001.jpg,neutral
302,Adam_Mair_0001.jpg,surprise
302,Adam_Rich_0001.jpg,neutral
302,Adam_Scott_0002.jpg,neutral
302,Adelina_Avila_0001.jpg,neutral
302,Adel_Al-Jubeir_0001.jpg,neutral
302,Adel_Al-Jubeir_0003.jpg,neutral
302,Adolfo_Aguilar_Zinser_0001.jpg,neutral
302,Adolfo_Aguilar_Zinser_0002.jpg,neutral
302,Adolfo_Rodriguez_Saa_0001.jpg,happiness
302,Adolfo_Rodriguez_Saa_0002.jpg,happiness
302,Adoor_Gopalakarishnan_0001.jpg,neutral
302,Adrianna_Zuzic_0001.jpg,neutral
302,Adrian_Annus_0001.jpg,neutral
302,Adrien_Brody_0002.jpg,neutral
302,Adrien_Brody_0003.jpg,happiness
302,Adrien_Brody_0006.jpg,happiness
302,Adrien_Brody_0007.jpg,happiness
302,Adrien_Brody_0010.jpg,happiness
302,Adrien_Brody_0011.jpg,happiness
302,Afton_Smith_0001.jpg,happiness
302,Agbani_Darego_0001.jpg,neutral
302,Agnes_Bruckner_0001.jpg,neutral
302,Ahmad_Jbarah_0001.jpg,neutral
302,Ahmad_Masood_0001.jpg,neutral
302,Ahmad_Masood_0002.jpg,neutral
302,Ahmed_Ahmed_0001.jpg,happiness
302,Ahmed_Chalabi_0001.jpg,neutral
302,Ahmed_Chalabi_0002.jpg,neutral
302,Ahmed_Chalabi_0004.jpg,happiness
302,Ahmed_Chalabi_0005.jpg,neutral
302,Ahmed_Ibrahim_Bilal_0001.jpg,neutral
302,Ahmed_Lopez_0001.jpg,neutral
